route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_type,trip_footnote
61,hjam2501-Weekday-1-JA2025-1111100,4011293,"Providence",0,444459,610014,0,
61,hjam2501-Weekday-1-JA2025-1111100,4011294,"Tiverton",1,444453,610015,0,
64,hjam2501-Weekday-1-JA2025-1111100,4011295,"Kingston Station",1,448269,640064,0,
64,hjam2501-Weekday-1-JA2025-1111100,4011296,"Newport via Naval Center (Limited Stops)",0,444451,640067,0,
64,hjam2501-Weekday-1-JA2025-1111100,4011297,"Kingston Station",1,448270,640066,0,
64,hjam2501-Weekday-1-JA2025-1111100,4011298,"Newport",0,448270,640065,0,
64,hjam2501-Weekday-1-JA2025-1111100,4011299,"Kingston Station",1,448270,640064,0,
64,hjam2501-Weekday-1-JA2025-1111100,4011300,"Newport",0,448273,640065,0,
64,hjam2501-Weekday-1-JA2025-1111100,4011301,"Kingston Station",1,448273,640066,0,
64,hjam2501-Weekday-1-JA2025-1111100,4011302,"Newport",0,448269,640065,0,
64,hjam2501-Weekday-1-JA2025-1111100,4011303,"Newport",0,448270,640065,0,
64,hjam2501-Weekday-1-JA2025-1111100,4011304,"Kingston Station",1,448270,640064,0,
64,hjam2501-Weekday-1-JA2025-1111100,4011305,"Newport",0,444450,640065,0,
64,hjam2501-Weekday-1-JA2025-1111100,4011306,"Newport via Naval Center",0,444450,640068,0,
64,hjam2501-Weekday-1-JA2025-1111100,4011307,"Newport",0,444451,640065,0,
64,hjam2501-Weekday-1-JA2025-1111100,4011308,"Kingston Station",1,444450,640064,0,
64,hjam2501-Weekday-1-JA2025-1111100,4011309,"Kingston Station",1,444451,640064,0,
64,hjam2501-Weekday-1-JA2025-1111100,4011310,"Newport",0,444451,640065,0,
64,hjam2501-Weekday-1-JA2025-1111100,4011311,"Kingston Station",1,444451,640064,0,
64,hjam2501-Weekday-1-JA2025-1111100,4011312,"Kingston Station",1,444452,640064,0,
61,hjam2501-Weekday-1-JA2025-1111100,4011313,"Providence",0,444453,610012,0,
24,hjam2501-Weekday-1-JA2025-1111100,4011314,"Providence",0,444454,240019,0,
24,hjam2501-Weekday-1-JA2025-1111100,4011315,"Providence",0,444455,240019,0,
24,hjam2501-Weekday-1-JA2025-1111100,4011316,"Providence",0,444456,240019,0,
24,hjam2501-Weekday-1-JA2025-1111100,4011317,"Newport",1,444454,240020,0,
24,hjam2501-Weekday-1-JA2025-1111100,4011318,"Newport",1,444455,240020,0,
24,hjam2501-Weekday-1-JA2025-1111100,4011319,"Newport",1,444456,240020,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011327,"Narragansett",1,445565,140091,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011328,"Newport via Jamestown",1,448265,140089,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011329,"Providence",0,445565,140086,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011330,"Providence via Jamestown",0,448265,140090,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011331,"Narragansett",1,444479,140091,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011332,"Newport via Jamestown",1,444459,140089,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011333,"Providence",0,444479,140086,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011334,"Providence via Jamestown",0,444459,140090,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011335,"Newport via Jamestown",1,444478,140089,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011336,"Providence via Jamestown",0,444478,140090,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011337,"Providence via Jamestown",0,448266,140090,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011338,"Newport via Jamestown",1,444481,140089,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011339,"Newport via Jamestown",1,448266,140089,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011340,"Providence via Jamestown",0,444481,140090,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011341,"Newport via Jamestown",1,444444,140089,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011342,"Newport via Jamestown",1,444481,140089,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011343,"Providence via Jamestown",0,444481,140090,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011344,"Providence via Jamestown",0,444444,140090,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011345,"CCRI Newport",0,444470,680013,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011346,"Aquidneck Corporate Park",1,444470,680012,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011347,"CCRI Newport",0,444470,680013,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011348,"Aquidneck Corporate Park",1,444470,680012,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011349,"CCRI Newport",0,444470,680013,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011350,"Aquidneck Corporate Park",1,444470,680012,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011351,"CCRI Newport",0,444470,680013,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011352,"Aquidneck Corporate Park",1,444470,680012,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011353,"Aquidneck Corporate Park",1,444469,680012,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011354,"Aquidneck Corporate Park",1,444469,680012,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011355,"Aquidneck Corporate Park",1,444469,680012,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011356,"CCRI Newport",0,444469,680013,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011357,"CCRI Newport",0,444469,680013,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011358,"CCRI Newport",0,444469,680013,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011359,"CCRI Newport",0,444469,680013,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011360,"Aquidneck Corporate Park",1,444469,680012,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011361,"CCRI Newport",0,444470,680013,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011362,"Aquidneck Corporate Park",1,444470,680012,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011363,"CCRI Newport",0,444469,680013,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011364,"Aquidneck Corporate Park",1,444469,680012,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011365,"CCRI Newport",0,444470,680013,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011366,"Aquidneck Corporate Park",1,444470,680012,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011367,"CCRI Newport",0,444469,680013,0,
68,hjam2501-Weekday-1-JA2025-1111100,4011368,"Aquidneck Corporate Park",1,444469,680012,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011369,"Newport Transit Center",0,444458,630057,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011370,"Stop&Shop (Middletown)",1,444458,630059,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011371,"Newport Transit Center",0,444458,630057,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011372,"Oxbow Apartments",1,444457,630058,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011373,"Newport Transit Center",0,444457,630057,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011374,"Newport Transit Center",0,444457,630057,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011375,"Stop&Shop (Middletown)",1,444458,630059,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011376,"Newport Transit Center",0,444458,630060,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011377,"Newport Transit Center",0,444457,630060,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011378,"Stop&Shop (Middletown)",1,444457,630059,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011379,"Newport Transit Center",0,444457,630057,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011380,"Stop&Shop (Middletown)",1,444457,630059,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011381,"Stop&Shop (Middletown)",1,444457,630059,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011382,"Oxbow Apartments",1,444458,630058,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011383,"Newport Transit Center",0,444457,630060,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011384,"Newport Transit Center",0,444457,630057,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011385,"Stop&Shop (Middletown)",1,444458,630059,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011386,"Stop&Shop (Middletown)",1,444457,630059,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011387,"Stop&Shop (Middletown)",1,444457,630059,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011388,"Newport Transit Center",0,444458,630060,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011389,"Newport Transit Center",0,444458,630057,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011390,"Newport Transit Center",0,444457,630057,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011391,"Newport Transit Center",0,444458,630057,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011392,"Stop&Shop (Middletown)",1,444458,630059,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011393,"Newport Transit Center",0,444458,630057,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011394,"Newport Transit Center",0,444457,630057,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011395,"Newport Transit Center",0,444458,630057,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011396,"Newport Transit Center",0,444457,630057,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011397,"Newport Transit Center",0,444458,630057,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011398,"Stop&Shop (Middletown)",1,444457,630059,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011399,"Stop&Shop (Middletown)",1,444458,630059,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011400,"Stop&Shop (Middletown)",1,444458,630059,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011401,"Newport Transit Center",0,444457,630057,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011402,"Stop&Shop (Middletown)",1,444457,630059,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011403,"Stop&Shop (Middletown)",1,444458,630059,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011404,"Oxbow Apartments",1,444458,630058,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011405,"Oxbow Apartments",1,444457,630058,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011406,"Stop&Shop (Middletown)",1,444458,630059,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011407,"Stop&Shop (Middletown)",1,444457,630059,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011408,"Stop&Shop (Middletown)",1,444458,630059,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011409,"Newport Transit Center",0,444458,630057,0,
63,hjam2501-Weekday-1-JA2025-1111100,4011410,"Newport Transit Center",0,444457,630057,0,
65,hjam2501-Weekday-1-JA2025-1111100,4011411,"Narragansett (Salt Pond Plaza)",1,444473,650030,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011413,"Newport via W Main Rd",1,448268,600034,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011414,"Providence via W Main Rd",0,448268,600032,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011415,"Newport via E Main Rd",1,448267,600037,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011416,"Providence via E Main Rd",0,444475,600033,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011417,"Newport via E Main Rd",1,444477,600037,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011418,"Newport via W Main Rd",1,444472,600034,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011419,"Newport via W Main Rd",1,444476,600034,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011420,"Providence via E Main Rd",0,444476,600033,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011421,"Providence via W Main Rd",0,448267,600038,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011422,"Newport via W Main Rd",1,445905,600034,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011423,"Providence via E Main Rd",0,444473,600033,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011424,"Providence via W Main Rd",0,448266,600032,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011425,"Newport via E Main Rd",1,444476,600036,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011426,"Newport via W Main Rd",1,444444,600034,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011427,"Providence via W Main Rd",0,444477,600032,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011428,"Newport via E Main Rd",1,444474,600036,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011429,"Providence via E Main Rd",0,445905,600033,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011430,"Newport via W Main Rd",1,444473,600034,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011431,"Providence via W Main Rd",0,444476,600032,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011432,"Newport via E Main Rd",1,444463,600036,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011433,"Providence via E Main Rd",0,444444,600033,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011434,"Providence via W Main Rd",0,444474,600032,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011435,"Newport via W Main Rd",1,444461,600034,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011436,"Newport via E Main Rd",1,445905,600036,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011437,"Providence via E Main Rd",0,444473,600033,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011438,"Newport via W Main Rd",1,444465,600034,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011439,"Providence via W Main Rd",0,444463,600032,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011440,"Newport via E Main Rd",1,444471,600036,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011441,"Providence via E Main Rd",0,444461,600033,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011442,"Newport via W Main Rd",1,444462,600034,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011443,"Newport via E Main Rd",1,444466,600037,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011444,"Providence via W Main Rd",0,445905,600032,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011445,"Providence via W Main Rd",0,444466,600038,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011446,"Newport via E Main Rd",1,444460,600036,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011447,"Providence via E Main Rd",0,444465,600033,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011448,"Newport via W Main Rd",1,444463,600034,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011449,"Providence via W Main Rd",0,444471,600032,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011450,"Newport via E Main Rd",1,444461,600036,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011451,"Providence via E Main Rd",0,444462,600033,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011452,"Newport via W Main Rd",1,444459,600034,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011453,"Providence via W Main Rd",0,444460,600032,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011454,"Newport via E Main Rd",1,444465,600036,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011455,"Providence via E Main Rd",0,444463,600039,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011456,"Providence via W Main Rd",0,444461,600032,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011457,"Newport via E Main Rd",1,444462,600036,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011458,"Newport via W Main Rd",1,444464,600034,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011459,"Newport via W Main Rd",1,444460,600040,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011460,"Providence via W Main Rd",0,444465,600032,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011461,"Newport via E Main Rd",1,444463,600036,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011462,"Providence via E Main Rd",0,444464,600039,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011463,"Newport via W Main Rd",1,444461,600040,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011464,"Providence via W Main Rd",0,444462,600032,0,
60,hjam2501-Weekday-1-JA2025-1111100,4011465,"Providence via E Main Rd",0,444460,600039,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011517,"Providence",0,444484,140086,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011518,"Narragansett",1,444484,140091,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011519,"Providence",0,444484,140086,0,
14,hjam2501-Weekday-1-JA2025-1111100,4011520,"Narragansett",1,444484,140091,0,
64,hjam2501-Weekday-1-JA2025-1111100,4011523,"Kingston Station",1,444485,640063,1,Trip operates when Public Schools are in session.
67,hjam2501-Weekday-1-JA2025-1111100,4011524,"Newport Transit Center",0,448271,670024,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011525,"Bellevue Ave & Ruggles Ave",1,448272,670001,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011526,"Newport Transit Center",0,448272,670023,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011527,"Bellevue Ave & Ruggles Ave",1,448271,670001,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011528,"Newport Transit Center",0,448271,670023,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011529,"Bellevue Ave & Ledge Rd",1,448272,670003,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011530,"Bellevue Ave & Ledge Rd",1,448271,670003,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011531,"Newport Transit Center",0,448272,670023,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011532,"Bellevue Ave & Ledge Rd",1,448272,670003,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011533,"Newport Transit Center",0,448271,670023,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011534,"Bellevue Ave & Ledge Rd",1,448271,670003,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011535,"Newport Transit Center",0,448272,670023,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011536,"Newport Transit Center",0,448271,670023,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011537,"Bellevue Ave & Ledge Rd",1,448272,670003,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011538,"Newport Transit Center",0,448272,670023,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011539,"Bellevue Ave & Ledge Rd",1,448271,670003,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011540,"Bellevue Ave & Ledge Rd",1,448272,670003,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011541,"Newport Transit Center",0,448271,670023,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011542,"Bellevue Ave & Ledge Rd",1,448271,670003,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011543,"Newport Transit Center",0,448272,670023,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011544,"Bellevue Ave & Ledge Rd",1,448272,670003,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011545,"Newport Transit Center",0,448271,670023,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011546,"Newport Transit Center",0,448272,670023,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011547,"Bellevue Ave & Ledge Rd",1,448271,670003,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011548,"Bellevue Ave & Ledge Rd",1,448272,670003,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011549,"Newport Transit Center",0,448271,670023,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011550,"Bellevue Ave & Ledge Rd",1,448271,670003,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011551,"Newport Transit Center",0,448272,670023,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011552,"Bellevue Ave & Ledge Rd",1,448272,670003,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011553,"Newport Transit Center",0,448271,670023,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011554,"Bellevue Ave & Ledge Rd",1,448271,670003,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011555,"Newport Transit Center",0,444487,670023,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011556,"Bellevue Ave & Ledge Rd",1,444487,670003,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011557,"Newport Transit Center",0,444486,670023,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011558,"Bellevue Ave & Ledge Rd",1,444486,670003,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011559,"Newport Transit Center",0,444487,670023,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011560,"Bellevue Ave & Ledge Rd",1,444486,670003,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011561,"Newport Transit Center",0,444486,670023,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011562,"Bellevue Ave & Ledge Rd",1,444487,670003,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011563,"Newport Transit Center",0,444487,670023,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011564,"Bellevue Ave & Ledge Rd",1,444487,670003,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011565,"Newport Transit Center",0,444486,670023,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011566,"Bellevue Ave & Ledge Rd",1,444486,670003,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011567,"Bellevue Ave & Ruggles Ave",1,444487,670001,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011568,"Newport Transit Center",0,444487,670024,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011569,"Bellevue Ave & Ruggles Ave",1,444486,670001,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011570,"Newport Transit Center",0,444486,670024,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011571,"Bellevue Ave & Ruggles Ave",1,444487,670001,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011572,"Newport Transit Center",0,444487,670024,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011573,"Newport Transit Center",0,444486,670024,0,
67,hjam2501-Weekday-1-JA2025-1111100,4011574,"Bellevue Ave & Ruggles Ave",1,444486,670001,0,
69,hjam2501-Weekday-1-JA2025-1111100,4011576,"Galilee",1,444491,690015,0,
66,hjam2501-Weekday-1-JA2025-1111100,4011577,"URI Kingston",1,444491,660003,0,
66,hjam2501-Weekday-1-JA2025-1111100,4011578,"Providence Station",0,444491,660005,0,
66,hjam2501-Weekday-1-JA2025-1111100,4011580,"Providence Station",0,444490,660005,0,
69,hjam2501-Weekday-1-JA2025-1111100,4011581,"Galilee",1,444490,690015,0,
66,hjam2501-Weekday-1-JA2025-1111100,4011582,"Providence Station",0,444490,660005,0,
66,hjam2501-Weekday-1-JA2025-1111100,4011583,"URI Kingston",1,444490,660003,0,
69,hjam2501-Weekday-1-JA2025-1111100,4011584,"URI Kingston",0,444490,690014,0,
66,hjam2501-Weekday-1-JA2025-1111100,4011585,"URI Kingston",1,444490,660003,0,
66,hjam2501-Weekday-1-JA2025-1111100,4011588,"Providence Station",0,444489,660005,0,
66,hjam2501-Weekday-1-JA2025-1111100,4011589,"URI Kingston",1,444489,660003,0,
69,hjam2501-Weekday-1-JA2025-1111100,4011591,"Galilee",1,444488,690015,0,
69,hjam2501-Weekday-1-JA2025-1111100,4011592,"URI Kingston",0,444488,690014,0,
66,hjam2501-Weekday-1-JA2025-1111100,4011593,"URI Kingston",1,444488,660003,0,
66,hjam2501-Weekday-1-JA2025-1111100,4011594,"Providence Station",0,444488,660005,0,
66,hjam2501-Weekday-1-JA2025-1111100,4011595,"URI Kingston",1,444488,660003,0,
69,hjam2501-Weekday-1-JA2025-1111100,4011597,"URI Kingston",0,444489,690014,0,
69,hjam2501-Weekday-1-JA2025-1111100,4011598,"Galilee",1,444489,690015,0,
66,hjam2501-Weekday-1-JA2025-1111100,4011599,"Providence Station",0,444488,660005,0,
64,hjam2506-Saturday-1-JA2025-0000010,4011636,"Kingston Station",1,444492,640062,0,
64,hjam2506-Saturday-1-JA2025-0000010,4011637,"Kingston Station",1,444492,640062,0,
64,hjam2506-Saturday-1-JA2025-0000010,4011638,"Kingston Station",1,444520,640062,0,
64,hjam2506-Saturday-1-JA2025-0000010,4011639,"Kingston Station",1,444521,640062,0,
64,hjam2506-Saturday-1-JA2025-0000010,4011640,"Newport",0,444520,640061,0,
64,hjam2506-Saturday-1-JA2025-0000010,4011641,"Newport",0,444492,640061,0,
64,hjam2506-Saturday-1-JA2025-0000010,4011642,"Newport",0,444492,640061,0,
64,hjam2506-Saturday-1-JA2025-0000010,4011643,"Newport",0,444521,640061,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011644,"Oxbow Apartments",1,444494,630058,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011645,"Stop&Shop (Middletown)",1,444493,630059,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011646,"Newport Transit Center",0,444493,630057,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011647,"Newport Transit Center",0,444494,630060,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011648,"Newport Transit Center",0,444494,630057,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011649,"Stop&Shop (Middletown)",1,444494,630059,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011650,"Newport Transit Center",0,444494,630057,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011651,"Stop&Shop (Middletown)",1,444494,630059,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011652,"Newport Transit Center",0,444494,630060,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011653,"Oxbow Apartments",1,444494,630058,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011654,"Newport Transit Center",0,444494,630057,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011655,"Stop&Shop (Middletown) via West House",1,444494,630062,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011656,"Newport Transit Center",0,444494,630060,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011657,"Oxbow Apartments",1,444494,630058,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011658,"Newport Transit Center",0,444494,630057,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011659,"Stop&Shop (Middletown)",1,444494,630059,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011660,"Newport Transit Center",0,444493,630057,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011661,"Stop&Shop (Middletown) via West House",1,444493,630062,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011662,"Stop&Shop (Middletown)",1,444493,630059,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011663,"Stop&Shop (Middletown) via West House",1,444493,630062,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011664,"Stop&Shop (Middletown)",1,444493,630059,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011665,"Stop&Shop (Middletown)",1,444493,630059,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011666,"Stop&Shop (Middletown)",1,444493,630059,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011667,"Stop&Shop (Middletown)",1,444493,630059,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011668,"Newport Transit Center",0,444494,630057,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011669,"Newport Transit Center",0,444493,630057,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011670,"Newport Transit Center",0,444493,630057,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011671,"Newport Transit Center",0,444493,630057,0,
63,hjam2506-Saturday-1-JA2025-0000010,4011672,"Newport Transit Center",0,444493,630057,0,
